episode,system,total_reward,deliveries_completed,deliveries_total,success_rate,rule_violations,collisions,battery_failures,steps,avg_battery_remaining,symbolic_interventions,timestamp
14,dqn,-1486.9500490576029,0,10,0.0,4,1,0,500,29.35999999999973,2276,2026-05-22T17:00:37
15,dqn,-1420.95005011186,0,10,0.0,0,0,0,500,40.59999999999976,2268,2026-05-22T17:00:40
16,dqn,-7167.650058295578,1,10,0.1,348,0,0,500,1.8599999999999444,1976,2026-05-22T17:00:43
17,dqn,-1401.2000532262027,0,10,0.0,0,0,0,500,16.579999999999817,1872,2026-05-22T17:00:46
18,dqn,-2205.6500679925084,2,10,0.2,64,0,0,500,30.059999999999775,2286,2026-05-22T17:00:49
19,dqn,-1574.200063522905,2,10,0.2,0,0,0,500,19.13999999999973,2254,2026-05-22T17:00:52
20,dqn,-1265.5500473976135,0,10,0.0,0,0,0,500,46.17999999999972,2282,2026-05-22T17:00:56
21,dqn,-1701.200060788542,1,10,0.1,35,0,0,500,35.67999999999968,2258,2026-05-22T17:00:59
22,dqn,-1763.4000639803708,0,10,0.0,1,0,0,500,36.33999999999966,2464,2026-05-22T17:01:03
23,dqn,-1582.7500527873635,1,10,0.1,42,4,0,500,19.35999999999972,2084,2026-05-22T17:01:06
24,dqn,-1528.050010818988,3,10,0.3,44,0,0,500,6.439999999999765,2105,2026-05-22T17:01:09
25,dqn,-2425.550061162561,3,10,0.3,89,0,0,500,20.01999999999974,2279,2026-05-22T17:01:12
26,dqn,-1377.900049559772,1,10,0.1,0,5,0,500,40.679999999999566,2478,2026-05-22T17:01:15
27,dqn,-1152.2000474892557,2,10,0.2,16,1,0,500,52.45999999999962,2473,2026-05-22T17:01:19
28,dqn,-630.7500489354134,3,10,0.3,0,2,0,500,19.399999999999693,2060,2026-05-22T17:01:22
29,dqn,-1140.3500461392105,1,10,0.1,0,0,0,500,32.619999999999735,2257,2026-05-22T17:01:25
30,dqn,-1263.4500508271158,0,10,0.0,0,0,0,500,33.339999999999705,2179,2026-05-22T17:01:28
31,dqn,-1695.6000665351748,1,10,0.1,2,2,0,500,10.079999999999846,1982,2026-05-22T17:01:31
32,dqn,-1808.4000639244914,0,10,0.0,0,0,0,500,2.719999999999911,1966,2026-05-22T17:01:34
33,dqn,-2632.3500869348645,3,10,0.3,94,0,0,500,20.999999999999662,2277,2026-05-22T17:01:38
34,dqn,-1709.650069694966,1,10,0.1,0,0,0,500,41.919999999999696,2393,2026-05-22T17:01:42
35,dqn,-1264.7000690028071,4,10,0.4,0,2,0,500,44.51999999999972,2294,2026-05-22T17:01:45
36,dqn,-1146.7500660046935,3,10,0.3,1,0,0,500,25.91999999999975,2276,2026-05-22T17:01:49
37,dqn,-895.1000606454909,3,10,0.3,0,0,0,500,43.5399999999996,2464,2026-05-22T17:01:53
38,dqn,-1180.0500572025776,2,10,0.2,0,0,0,500,34.919999999999604,2260,2026-05-22T17:01:56
39,dqn,-2452.0500626936555,2,10,0.2,59,2,0,500,18.31999999999972,2397,2026-05-22T17:02:00
40,dqn,-2598.250070799142,0,10,0.0,72,1,0,500,22.77999999999985,1880,2026-05-22T17:02:03
41,dqn,-2186.7000597678125,2,10,0.2,70,0,0,500,27.33999999999993,1878,2026-05-22T17:02:06
42,dqn,-1159.050066024065,3,10,0.3,0,0,0,500,16.75999999999991,2000,2026-05-22T17:02:09
43,dqn,-6721.250039052218,1,10,0.1,370,3,0,500,32.09999999999989,2137,2026-05-22T17:02:12
44,dqn,-6227.550040632486,2,10,0.2,324,0,0,500,8.2199999999999,1720,2026-05-22T17:02:15
45,dqn,-1672.2000718824565,1,10,0.1,0,0,0,416,0.0,1711,2026-05-22T17:02:17
46,dqn,-197.80005130544305,7,10,0.7,0,0,0,500,65.19999999999979,2466,2026-05-22T17:02:21
47,dqn,-1602.2000772804022,4,10,0.4,0,0,0,500,27.99999999999971,2479,2026-05-22T17:02:25
48,dqn,-1302.4000655151904,3,10,0.3,0,1,0,500,14.019999999999774,2290,2026-05-22T17:02:29
49,dqn,-1408.0000588819385,1,10,0.1,0,2,0,500,16.35999999999985,1876,2026-05-22T17:02:31
50,dqn,-2605.450031377375,4,10,0.4,87,0,0,500,17.839999999999886,2070,2026-05-22T17:02:35
51,dqn,-1232.3500556498766,2,10,0.2,0,0,0,500,16.23999999999976,2096,2026-05-22T17:02:38
52,dqn,-1470.2000664323568,1,10,0.1,0,2,0,500,1.259999999999871,1805,2026-05-22T17:02:41
53,dqn,-1016.5000731311738,4,10,0.4,0,0,0,500,25.359999999999836,2190,2026-05-22T17:02:44
54,dqn,-1336.4000571519136,3,10,0.3,0,0,0,500,17.539999999999885,2060,2026-05-22T17:02:47
55,dqn,-211.50006706640124,8,10,0.8,0,0,0,500,40.979999999999606,2277,2026-05-22T17:02:51
56,dqn,-6504.400057964027,4,10,0.4,382,0,0,500,27.41999999999977,2366,2026-05-22T17:02:55
57,dqn,-911.5000628195703,4,10,0.4,0,0,0,500,16.399999999999785,2196,2026-05-22T17:02:58
58,dqn,-7982.050048101693,3,10,0.3,473,0,0,500,21.839999999999687,2379,2026-05-22T17:03:02
59,dqn,-1058.3500621169806,3,10,0.3,6,0,0,500,23.95999999999992,2034,2026-05-22T17:03:05
60,dqn,-1139.1000582650304,3,10,0.3,0,0,0,500,18.51999999999991,1868,2026-05-22T17:03:08
61,dqn,-1686.5500802844763,5,10,0.5,34,0,0,500,20.799999999999777,2065,2026-05-22T17:03:11
62,dqn,-2294.5000735111535,1,10,0.1,38,0,0,500,2.759999999999895,1810,2026-05-22T17:03:14
63,dqn,-1023.2000743150711,4,10,0.4,4,0,0,500,32.099999999999724,2085,2026-05-22T17:03:18
64,dqn,-1426.3500796593726,4,10,0.4,0,0,0,500,17.11999999999984,2183,2026-05-22T17:03:21
65,dqn,-1041.3000698536634,4,10,0.4,0,0,0,500,25.679999999999588,2379,2026-05-22T17:03:24
66,dqn,-857.1000706553459,5,10,0.5,0,0,0,500,26.139999999999695,2477,2026-05-22T17:03:28
67,dqn,-1553.9000617489219,1,10,0.1,0,4,0,500,23.479999999999865,2094,2026-05-22T17:03:31
68,dqn,-1087.1500723734498,5,10,0.5,0,0,0,500,27.09999999999988,2066,2026-05-22T17:03:34
69,dqn,-2266.0500171631575,3,10,0.3,83,0,0,500,17.95999999999986,2121,2026-05-22T17:03:37
70,dqn,-6483.850048460066,3,10,0.3,342,0,0,500,25.299999999999738,2223,2026-05-22T17:03:41
71,dqn,-2919.000084474683,1,10,0.1,87,0,0,500,3.0399999999998926,1876,2026-05-22T17:03:44
72,dqn,-5645.850038424134,5,10,0.5,318,0,0,500,7.87999999999996,1925,2026-05-22T17:03:47
73,dqn,-907.450068268925,4,10,0.4,0,0,0,500,1.9799999999998712,1869,2026-05-22T17:03:49
74,dqn,-619.5000771768391,7,10,0.7,0,1,0,500,16.099999999999916,2069,2026-05-22T17:03:53
75,dqn,-354.90006249025464,5,10,0.5,0,0,0,500,25.53999999999956,2377,2026-05-22T17:03:56
76,dqn,-1381.2000666297972,2,10,0.2,0,0,0,500,1.3399999999997818,1904,2026-05-22T17:03:59
77,dqn,-1355.1000681258738,4,10,0.4,0,0,0,426,0.0,1785,2026-05-22T17:04:02
78,dqn,-412.4000685662031,7,10,0.7,0,0,0,500,26.959999999999674,2278,2026-05-22T17:04:06
79,dqn,-1100.1000565476716,3,10,0.3,0,0,0,500,15.119999999999752,2275,2026-05-22T17:04:09
80,dqn,-864.1000591851771,5,10,0.5,0,0,0,500,28.91999999999963,2296,2026-05-22T17:04:13
81,dqn,-1517.8500762805343,4,10,0.4,0,1,0,500,13.539999999999855,2179,2026-05-22T17:04:16
82,dqn,-3990.4999670647085,3,10,0.3,194,0,0,500,15.639999999999906,2003,2026-05-22T17:04:19
83,dqn,-1849.3000721633434,3,10,0.3,79,0,0,500,17.199999999999854,1831,2026-05-22T17:04:22
84,dqn,-1571.7000767588615,3,10,0.3,0,0,0,500,18.699999999999843,2295,2026-05-22T17:04:25
85,dqn,-2263.900017693639,4,10,0.4,62,2,0,500,9.899999999999782,2335,2026-05-22T17:04:28
86,dqn,-1416.5000231713057,3,10,0.3,39,3,0,500,9.679999999999856,1835,2026-05-22T17:04:31
87,dqn,-1441.8500706478953,4,10,0.4,1,0,0,500,0.9199999999999839,1953,2026-05-22T17:04:34
88,dqn,-681.4000662304461,6,10,0.6,0,0,0,500,1.3599999999999484,1843,2026-05-22T17:04:37
89,dqn,-1307.4500889144838,6,10,0.6,0,0,0,500,10.499999999999854,2059,2026-05-22T17:04:40
90,dqn,-1786.0500732958317,2,10,0.2,0,0,0,500,9.159999999999918,1867,2026-05-22T17:04:42
91,dqn,-1859.3000997453928,7,10,0.7,64,0,0,500,9.859999999999687,2488,2026-05-22T17:04:46
92,dqn,-1077.4000703394413,4,10,0.4,0,1,0,500,3.7399999999999394,1690,2026-05-22T17:04:49
93,dqn,-1481.650068230927,2,10,0.2,0,0,0,500,18.239999999999696,2084,2026-05-22T17:04:52
94,dqn,-1670.6000832691789,3,10,0.3,1,0,0,500,12.119999999999925,2134,2026-05-22T17:04:55
95,dqn,-988.8000667914748,5,10,0.5,0,0,0,500,6.959999999999961,1646,2026-05-22T17:04:57
96,dqn,-642.2500546909869,4,10,0.4,1,2,0,487,0.0,1642,2026-05-22T17:05:00
97,dqn,-219.5000618211925,8,10,0.8,5,1,0,500,38.15999999999958,2469,2026-05-22T17:05:03
98,dqn,-1013.2500865086913,7,10,0.7,0,1,0,500,36.159999999999656,2347,2026-05-22T17:05:07
99,dqn,-2199.250052705407,3,10,0.3,63,0,0,500,22.93999999999979,2286,2026-05-22T17:05:10
100,dqn,-6901.80007481575,5,10,0.5,346,1,0,500,22.399999999999814,2337,2026-05-22T17:05:14
101,dqn,-499.9500662572682,6,10,0.6,0,0,0,500,11.279999999999864,1909,2026-05-22T17:05:17
102,dqn,-1299.1500877924263,7,10,0.7,59,2,0,500,14.779999999999797,1872,2026-05-22T17:05:20
103,dqn,-7091.650045730174,4,10,0.4,414,0,0,500,22.81999999999973,2094,2026-05-22T17:05:24
104,dqn,-437.8500703163445,6,10,0.6,1,0,0,500,9.259999999999861,2025,2026-05-22T17:05:27
105,dqn,-864.4500619471073,4,10,0.4,0,0,0,500,7.159999999999991,1848,2026-05-22T17:05:30
106,dqn,-1134.5000772289932,5,10,0.5,0,1,0,500,17.41999999999992,2010,2026-05-22T17:05:33
107,dqn,-1658.600085709244,3,10,0.3,0,0,0,500,15.759999999999838,2266,2026-05-22T17:05:37
108,dqn,-936.0000691078603,6,10,0.6,0,0,0,500,10.819999999999931,2162,2026-05-22T17:05:40
109,dqn,-832.6500655189157,4,10,0.4,0,0,0,500,34.95999999999982,2056,2026-05-22T17:05:44
110,dqn,-1223.9500724896789,5,10,0.5,22,2,0,500,14.519999999999763,2220,2026-05-22T17:05:48
111,dqn,-458.65006071329117,5,10,0.5,0,2,0,500,6.339999999999706,2106,2026-05-22T17:05:51
112,dqn,-1208.3500608839095,3,10,0.3,0,0,0,500,28.279999999999955,2080,2026-05-22T17:05:54
113,dqn,-1835.8000757321715,4,10,0.4,75,0,0,500,15.579999999999782,2092,2026-05-22T17:05:58
114,dqn,-1569.9500714503229,4,10,0.4,32,3,0,500,30.63999999999974,2112,2026-05-22T17:06:01
115,dqn,-1126.7000616751611,2,10,0.2,0,0,0,500,10.9199999999997,2317,2026-05-22T17:06:05
116,dqn,-2153.350075773895,5,10,0.5,99,1,0,500,10.559999999999764,2114,2026-05-22T17:06:08
117,dqn,-2701.1000756174326,3,10,0.3,102,3,0,500,23.059999999999686,2272,2026-05-22T17:06:12
118,dqn,-6663.35004992038,2,10,0.2,339,0,0,451,0.0,1666,2026-05-22T17:06:15
119,dqn,-839.9500580281019,5,10,0.5,0,0,0,500,34.49999999999962,2250,2026-05-22T17:06:19
120,dqn,-286.2000672481954,7,10,0.7,0,3,0,500,12.75999999999961,2284,2026-05-22T17:06:22
121,dqn,-3032.400104857981,4,10,0.4,98,0,0,500,13.09999999999977,2268,2026-05-22T17:06:26
122,dqn,-277.50006906688213,7,10,0.7,0,0,0,500,23.959999999999535,2489,2026-05-22T17:06:30
123,dqn,-193.55007161572576,7,10,0.7,0,0,0,500,25.239999999999654,2272,2026-05-22T17:06:34
124,dqn,-1054.1000660583377,5,10,0.5,0,0,0,500,13.839999999999794,2406,2026-05-22T17:06:38
125,dqn,-2422.8500946089625,4,10,0.4,95,0,0,500,12.639999999999786,2082,2026-05-22T17:06:41
126,dqn,-595.400067396462,7,10,0.7,11,1,0,500,22.239999999999693,2262,2026-05-22T17:06:45
127,dqn,-1049.8500798381865,5,10,0.5,2,0,0,500,5.1199999999998855,2039,2026-05-22T17:06:48
128,dqn,-7754.000061392784,1,10,0.1,409,0,0,500,5.659999999999902,2036,2026-05-22T17:06:52
129,dqn,-6102.550041779876,2,10,0.2,312,0,0,500,29.039999999999765,2092,2026-05-22T17:06:55
130,dqn,-443.6500700302422,7,10,0.7,0,1,0,500,22.999999999999726,2258,2026-05-22T17:06:59
131,dqn,-502.0000464692712,6,10,0.6,14,3,0,500,44.21999999999944,2449,2026-05-22T17:07:03
132,dqn,-910.200051382184,4,10,0.4,0,0,0,500,32.25999999999967,2372,2026-05-22T17:07:07
133,dqn,-871.15007847175,6,10,0.6,0,1,0,500,12.13999999999993,1814,2026-05-22T17:07:10
134,dqn,-1480.9000335037708,7,10,0.7,58,0,0,500,21.379999999999608,2437,2026-05-22T17:07:14
135,dqn,-1345.6500764973462,4,10,0.4,0,0,0,500,20.69999999999987,2124,2026-05-22T17:07:17
136,dqn,-6825.550057113171,4,10,0.4,385,0,0,500,5.539999999999812,2125,2026-05-22T17:07:21
137,dqn,-1039.450096435845,7,10,0.7,8,1,0,500,18.699999999999807,2075,2026-05-22T17:07:24
138,dqn,-1006.9000807069242,6,10,0.6,0,0,0,500,15.879999999999772,2071,2026-05-22T17:07:27
139,dqn,-915.3500646613538,6,10,0.6,0,0,0,500,15.059999999999842,2212,2026-05-22T17:07:31
140,dqn,-1049.2000683434308,6,10,0.6,45,0,0,500,9.53999999999975,2137,2026-05-22T17:07:35
141,dqn,-1156.9000681340694,4,10,0.4,0,2,0,500,26.799999999999805,2425,2026-05-22T17:07:39
142,dqn,-512.6500482447445,5,10,0.5,0,0,0,500,26.07999999999983,1909,2026-05-22T17:07:42
143,dqn,-7541.350083705038,6,10,0.6,440,0,0,500,14.939999999999902,2006,2026-05-22T17:07:45
144,dqn,-7178.200086899102,7,10,0.7,418,0,0,500,27.999999999999723,2403,2026-05-22T17:07:49
145,dqn,-7462.200058788061,2,10,0.2,400,0,0,500,1.5999999999999246,1758,2026-05-22T17:07:52
146,dqn,-1264.6000619344413,2,10,0.2,2,0,0,500,10.39999999999986,2290,2026-05-22T17:07:56
147,dqn,-7068.300068244338,5,10,0.5,405,0,0,500,8.919999999999943,1833,2026-05-22T17:07:58
148,dqn,723.5499380938709,10,10,1.0,0,0,0,363,27.53999999999956,1806,2026-05-22T17:08:01
149,dqn,-1982.2000867687166,5,10,0.5,85,0,0,500,31.079999999999664,2385,2026-05-22T17:08:05
150,dqn,-1525.5500753559172,3,10,0.3,13,0,0,500,2.7799999999998777,2109,2026-05-22T17:08:09
151,dqn,-518.8000463806093,4,10,0.4,0,0,0,500,39.91999999999944,2490,2026-05-22T17:08:13
152,dqn,-1198.9500631019473,4,10,0.4,5,0,0,500,21.099999999999888,2060,2026-05-22T17:08:16
153,dqn,-12891.500046730042,3,10,0.3,773,0,0,500,12.659999999999874,2087,2026-05-22T17:08:19
154,dqn,-543.8000612258911,5,10,0.5,4,0,0,500,38.83999999999964,2267,2026-05-22T17:08:23
155,dqn,-793.5500632561743,4,10,0.4,0,0,0,500,17.49999999999977,2157,2026-05-22T17:08:27
156,dqn,-2418.8000256232917,4,10,0.4,77,1,0,436,0.0,1876,2026-05-22T17:08:30
157,dqn,-1018.2500851601362,6,10,0.6,0,1,0,500,30.899999999999572,2411,2026-05-22T17:08:34
158,dqn,-518.8000609762967,6,10,0.6,0,0,0,311,0.0,1451,2026-05-22T17:08:36
159,dqn,-644.5000649169087,6,10,0.6,24,0,0,500,18.41999999999964,2475,2026-05-22T17:08:40
160,dqn,-1467.1000745333731,2,10,0.2,0,0,0,500,6.939999999999857,1874,2026-05-22T17:08:43
161,dqn,-1236.1500536762178,4,10,0.4,55,0,0,500,26.019999999999747,2040,2026-05-22T17:08:47
162,dqn,-1347.7000778242946,4,10,0.4,0,0,0,500,1.1199999999998924,1910,2026-05-22T17:08:50
163,dqn,-1628.7500217072666,6,10,0.6,92,0,0,500,27.839999999999556,2213,2026-05-22T17:08:53
164,dqn,-551.4000675678253,6,10,0.6,0,0,0,500,21.51999999999965,2479,2026-05-22T17:08:57
165,dqn,-1188.150073658675,5,10,0.5,0,0,0,500,7.1999999999998305,2168,2026-05-22T17:09:00
166,dqn,-1137.8000561855733,3,10,0.3,0,0,0,500,15.019999999999948,1925,2026-05-22T17:09:03
167,dqn,-376.20005294680595,6,10,0.6,0,0,0,500,18.899999999999814,2138,2026-05-22T17:09:07
168,dqn,-761.4000593051314,3,10,0.3,0,0,0,500,6.059999999999819,1843,2026-05-22T17:09:10
169,dqn,-960.0000665187836,4,10,0.4,0,0,0,500,7.679999999999845,1845,2026-05-22T17:09:13
170,dqn,-1379.950093936175,8,10,0.8,33,0,0,500,28.339999999999737,2409,2026-05-22T17:09:17
171,dqn,-1308.0500783398747,4,10,0.4,0,0,0,500,17.339999999999765,2167,2026-05-22T17:09:20
172,dqn,-290.7000554986298,7,10,0.7,0,0,0,500,13.399999999999627,2467,2026-05-22T17:09:24
173,dqn,-977.4500530660152,4,10,0.4,0,0,0,500,5.499999999999881,1978,2026-05-22T17:09:28
174,dqn,-816.9500729218125,4,10,0.4,0,0,0,500,8.879999999999793,2085,2026-05-22T17:09:31
175,dqn,-219.15007113292813,7,10,0.7,0,0,0,500,13.599999999999772,2079,2026-05-22T17:09:34
176,dqn,-1086.400075789541,4,10,0.4,0,0,0,500,26.999999999999737,2111,2026-05-22T17:09:37
177,dqn,-1983.8000628501177,2,10,0.2,65,0,0,500,2.759999999999936,1672,2026-05-22T17:09:40
178,dqn,-862.5000559687614,4,10,0.4,0,0,0,500,20.319999999999773,2267,2026-05-22T17:09:44
179,dqn,-306.25006622448564,7,10,0.7,0,0,0,500,28.959999999999706,2271,2026-05-22T17:09:47
180,dqn,-465.2000456675887,3,10,0.3,0,0,0,500,30.339999999999606,2279,2026-05-22T17:09:51
181,dqn,-1419.9000613614917,2,10,0.2,0,3,0,500,15.43999999999985,2331,2026-05-22T17:09:55
182,dqn,-579.1500562466681,4,10,0.4,0,0,0,500,28.239999999999743,2297,2026-05-22T17:09:59
183,dqn,-1329.0500908456743,5,10,0.5,0,0,0,500,3.3799999999999244,2089,2026-05-22T17:10:02
184,dqn,-1047.6500557623804,3,10,0.3,0,2,0,500,23.33999999999974,2200,2026-05-22T17:10:06
185,dqn,-579.7000611126423,5,10,0.5,0,0,0,500,27.819999999999784,2029,2026-05-22T17:10:09
186,dqn,-597.0500648468733,5,10,0.5,0,0,0,500,1.7199999999998106,1848,2026-05-22T17:10:12
187,dqn,-1850.5500904843211,4,10,0.4,42,0,0,500,4.419999999999972,1864,2026-05-22T17:10:15
188,dqn,-1623.7000703066587,1,10,0.1,0,0,0,500,14.519999999999836,1921,2026-05-22T17:10:19
189,dqn,-210.0000620186329,6,10,0.6,1,0,0,500,43.63999999999957,2355,2026-05-22T17:10:22
190,dqn,-791.4500743336976,5,10,0.5,0,1,0,500,10.219999999999743,2106,2026-05-22T17:10:26
191,dqn,-3840.8500084765255,4,10,0.4,173,0,0,500,6.599999999999689,2372,2026-05-22T17:10:30
192,dqn,-5608.600037530065,4,10,0.4,309,0,0,500,26.479999999999656,2060,2026-05-22T17:10:34
193,dqn,-1371.75008200109,6,10,0.6,67,0,0,500,8.319999999999638,2329,2026-05-22T17:10:37
194,dqn,-589.2000512965024,4,10,0.4,0,0,0,500,11.939999999999907,1970,2026-05-22T17:10:41
195,dqn,-439.2500630021095,5,10,0.5,0,0,0,500,21.979999999999666,2324,2026-05-22T17:10:45
196,dqn,-1721.6000493131578,3,10,0.3,33,0,0,500,4.979999999999895,2075,2026-05-22T17:10:48
197,dqn,-530.5000554658473,4,10,0.4,0,1,0,500,49.67999999999961,2419,2026-05-22T17:10:52
198,dqn,-220.70006638765335,6,10,0.6,0,0,0,500,15.559999999999643,2449,2026-05-22T17:10:56
199,dqn,-414.0000524148345,6,10,0.6,0,1,0,500,19.51999999999952,2488,2026-05-22T17:11:00
